,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
262,"frozenset({'sex_Male', 'chol_High'})",frozenset({'thalch_Normal'}),0.5660377358490566,0.6698113207547169,0.32075471698113206,0.5666666666666667,0.8460093896713615,1.0,-0.05838376646493415,0.7619738751814225,-0.2954954954954956,0.3505154639175257,-0.31238095238095226,0.5227699530516432
435,"frozenset({'sex_Male', 'cp_asymptomatic'})","frozenset({'thalch_Normal', 'exang_True'})",0.7169811320754716,0.5094339622641509,0.4056603773584906,0.5657894736842106,1.1106237816764135,1.0,0.04040583837664652,1.1297884505431677,0.3519379844961242,0.49425287356321845,0.11487854251012165,0.6810428849902534
527,frozenset({'thalch_Normal'}),"frozenset({'sex_Male', 'fbs_False', 'oldpeak_Mild'})",0.6698113207547169,0.5188679245283019,0.37735849056603776,0.5633802816901409,1.085787451984635,1.0,0.029814880740477112,1.1019476567255022,0.23928571428571485,0.4651162790697675,0.09251587959127319,0.645326504481434
577,"frozenset({'fbs_False', 'cp_asymptomatic'})","frozenset({'oldpeak_Mild', 'thalch_Normal'})",0.5377358490566038,0.5094339622641509,0.3018867924528302,0.5614035087719298,1.102014294996751,1.0,0.027945888216447112,1.1184905660377358,0.20025510204081617,0.4050632911392404,0.10593792172739536,0.5769980506822612
353,"frozenset({'oldpeak_Mild', 'fbs_False'})",frozenset({'restecg_normal'}),0.5377358490566038,0.4716981132075472,0.3018867924528302,0.5614035087719298,1.190175438596491,1.0,0.048237807048771786,1.2045283018867923,0.34566326530612235,0.4266666666666665,0.1697994987468671,0.600701754385965
372,"frozenset({'oldpeak_Mild', 'fbs_False'})",frozenset({'chol_High'}),0.5377358490566038,0.6132075471698113,0.3018867924528302,0.5614035087719298,0.9155195681511471,1.0,-0.027856888572445726,0.8818867924528302,-0.16640085061137705,0.3555555555555555,-0.1339323919554985,0.5268556005398111
564,"frozenset({'fbs_False', 'cp_asymptomatic'})","frozenset({'oldpeak_Mild', 'exang_True'})",0.5377358490566038,0.5094339622641509,0.3018867924528302,0.5614035087719298,1.102014294996751,1.0,0.027945888216447112,1.1184905660377358,0.20025510204081617,0.4050632911392404,0.10593792172739536,0.5769980506822612
560,"frozenset({'oldpeak_Mild', 'fbs_False'})","frozenset({'cp_asymptomatic', 'exang_True'})",0.5377358490566038,0.5471698113207547,0.3018867924528302,0.5614035087719298,1.0260133091349062,1.0,0.007653969384122439,1.0324528301886793,0.05484693877551003,0.3855421686746987,0.03143274853801165,0.5565638233514821
574,"frozenset({'oldpeak_Mild', 'fbs_False'})","frozenset({'thalch_Normal', 'cp_asymptomatic'})",0.5377358490566038,0.5283018867924528,0.3018867924528302,0.5614035087719298,1.06265664160401,1.0,0.017799928800284803,1.0754716981132075,0.1275510204081633,0.39506172839506176,0.07017543859649117,0.5664160401002506
332,frozenset({'cp_asymptomatic'}),"frozenset({'thalch_Normal', 'exang_True'})",0.7735849056603774,0.5094339622641509,0.4339622641509434,0.5609756097560975,1.101174345076784,1.0,0.039871840512637924,1.1174004192872116,0.40579710144927517,0.5111111111111111,0.10506566604127568,0.7064137308039746
532,"frozenset({'sex_Male', 'exang_True'})","frozenset({'oldpeak_Mild', 'thalch_Normal'})",0.6226415094339622,0.5094339622641509,0.3490566037735849,0.5606060606060606,1.100448933782267,1.0,0.03186187255250977,1.1164606376057253,0.24189189189189175,0.4457831325301205,0.10431235431235421,0.6228956228956228
